numEurope	CIS	codeEurope	fullNumber	numSPC	date	year	url	fileName
307	64122807	EU/1/04/307	20210111150160	150160	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150160/anx_150160_fr.pdf	anx_150160_fr.pdf
307	61088036	EU/1/04/307	20210111150160	150160	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150160/anx_150160_fr.pdf	anx_150160_fr.pdf
307	69287499	EU/1/04/307	20210111150160	150160	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150160/anx_150160_fr.pdf	anx_150160_fr.pdf
308	67306342	EU/1/05/308	20210309151063	151063	2021-03-09	2021	http://ec.europa.eu/health/documents/community-register/2021/20210309151063/anx_151063_fr.pdf	anx_151063_fr.pdf
310	68300050	EU/1/05/310	20180709141712	141712	2018-07-09	2018	http://ec.europa.eu/health/documents/community-register/2018/20180709141712/anx_141712_fr.pdf	anx_141712_fr.pdf
310	63591602	EU/1/05/310	20180709141712	141712	2018-07-09	2018	http://ec.europa.eu/health/documents/community-register/2018/20180709141712/anx_141712_fr.pdf	anx_141712_fr.pdf
311	61694240	EU/1/05/311	20190207143795	143795	2019-02-07	2019	http://ec.europa.eu/health/documents/community-register/2019/20190207143795/anx_143795_fr.pdf	anx_143795_fr.pdf
311	63390528	EU/1/05/311	20190207143795	143795	2019-02-07	2019	http://ec.europa.eu/health/documents/community-register/2019/20190207143795/anx_143795_fr.pdf	anx_143795_fr.pdf
311	67311535	EU/1/05/311	20190207143795	143795	2019-02-07	2019	http://ec.europa.eu/health/documents/community-register/2019/20190207143795/anx_143795_fr.pdf	anx_143795_fr.pdf
312	60913012	EU/1/05/312	20201217150067	150067	2020-12-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20201217150067/anx_150067_fr.pdf	anx_150067_fr.pdf
315	68530375	EU/1/05/315	20200727148679	148679	2020-07-27	2020	http://ec.europa.eu/health/documents/community-register/2020/20200727148679/anx_148679_fr.pdf	anx_148679_fr.pdf
315	67219072	EU/1/05/315	20200727148679	148679	2020-07-27	2020	http://ec.europa.eu/health/documents/community-register/2020/20200727148679/anx_148679_fr.pdf	anx_148679_fr.pdf
316	63501124	EU/1/05/316	20190111143043	143043	2019-01-11	2019	http://ec.europa.eu/health/documents/community-register/2019/20190111143043/anx_143043_fr.pdf	anx_143043_fr.pdf
316	61952527	EU/1/05/316	20190111143043	143043	2019-01-11	2019	http://ec.europa.eu/health/documents/community-register/2019/20190111143043/anx_143043_fr.pdf	anx_143043_fr.pdf
318	68155950	EU/1/05/318	20201214150295	150295	2020-12-14	2020	http://ec.europa.eu/health/documents/community-register/2020/20201214150295/anx_150295_fr.pdf	anx_150295_fr.pdf
318	61718111	EU/1/05/318	20201214150295	150295	2020-12-14	2020	http://ec.europa.eu/health/documents/community-register/2020/20201214150295/anx_150295_fr.pdf	anx_150295_fr.pdf
319	61971520	EU/1/05/319	20200731149103	149103	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731149103/anx_149103_fr.pdf	anx_149103_fr.pdf
319	62877141	EU/1/05/319	20200731149103	149103	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731149103/anx_149103_fr.pdf	anx_149103_fr.pdf
320	65644772	EU/1/05/320	20201015149198	149198	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149198/anx_149198_fr.pdf	anx_149198_fr.pdf
320	62076503	EU/1/05/320	20201015149198	149198	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149198/anx_149198_fr.pdf	anx_149198_fr.pdf
320	69380042	EU/1/05/320	20201015149198	149198	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149198/anx_149198_fr.pdf	anx_149198_fr.pdf
322	61931910	EU/1/05/322	20150708132498	132498	2015-07-08	2015	http://ec.europa.eu/health/documents/community-register/2015/20150708132498/anx_132498_fr.pdf	anx_132498_fr.pdf
324	66966299	EU/1/05/324	20210111150140	150140	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150140/anx_150140_fr.pdf	anx_150140_fr.pdf
328	62442395	EU/1/05/328	20210129150692	150692	2021-01-29	2021	http://ec.europa.eu/health/documents/community-register/2021/20210129150692/anx_150692_fr.pdf	anx_150692_fr.pdf
328	69811090	EU/1/05/328	20210129150692	150692	2021-01-29	2021	http://ec.europa.eu/health/documents/community-register/2021/20210129150692/anx_150692_fr.pdf	anx_150692_fr.pdf
329	67898029	EU/1/05/329	20200609148351	148351	2020-06-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20200609148351/anx_148351_fr.pdf	anx_148351_fr.pdf
330	60755263	EU/1/05/330	20210201150745	150745	2021-02-01	2021	http://ec.europa.eu/health/documents/community-register/2021/20210201150745/anx_150745_fr.pdf	anx_150745_fr.pdf
331	60200500	EU/1/05/331	20210111150438	150438	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150438/anx_150438_fr.pdf	anx_150438_fr.pdf
331	69741731	EU/1/05/331	20210111150438	150438	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150438/anx_150438_fr.pdf	anx_150438_fr.pdf
331	61578613	EU/1/05/331	20210111150438	150438	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150438/anx_150438_fr.pdf	anx_150438_fr.pdf
331	66662951	EU/1/05/331	20210111150438	150438	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150438/anx_150438_fr.pdf	anx_150438_fr.pdf
332	65086919	EU/1/06/332	20210211150387	150387	2021-02-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210211150387/anx_150387_fr.pdf	anx_150387_fr.pdf
332	63450352	EU/1/06/332	20210211150387	150387	2021-02-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210211150387/anx_150387_fr.pdf	anx_150387_fr.pdf
332	64316662	EU/1/06/332	20210211150387	150387	2021-02-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210211150387/anx_150387_fr.pdf	anx_150387_fr.pdf
333	61065137	EU/1/06/333	20201110149843	149843	2020-11-10	2020	http://ec.europa.eu/health/documents/community-register/2020/20201110149843/anx_149843_fr.pdf	anx_149843_fr.pdf
334	65270506	EU/1/06/334	20200924149045	149045	2020-09-24	2020	http://ec.europa.eu/health/documents/community-register/2020/20200924149045/anx_149045_fr.pdf	anx_149045_fr.pdf
336	69265912	EU/1/06/336	20180730141996	141996	2018-07-30	2018	http://ec.europa.eu/health/documents/community-register/2018/20180730141996/anx_141996_fr.pdf	anx_141996_fr.pdf
337	64269668	EU/1/06/337	20210322151329	151329	2021-03-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210322151329/anx_151329_fr.pdf	anx_151329_fr.pdf
337	65194581	EU/1/06/337	20210322151329	151329	2021-03-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210322151329/anx_151329_fr.pdf	anx_151329_fr.pdf
338	63633802	EU/1/06/338	20180531141077	141077	2018-05-31	2018	http://ec.europa.eu/health/documents/community-register/2018/20180531141077/anx_141077_fr.pdf	anx_141077_fr.pdf
340	66489175	EU/1/06/340	20210129150696	150696	2021-01-29	2021	http://ec.europa.eu/health/documents/community-register/2021/20210129150696/anx_150696_fr.pdf	anx_150696_fr.pdf
340	60892664	EU/1/06/340	20210129150696	150696	2021-01-29	2021	http://ec.europa.eu/health/documents/community-register/2021/20210129150696/anx_150696_fr.pdf	anx_150696_fr.pdf
341	60956323	EU/1/06/341	20191024146373	146373	2019-10-24	2019	http://ec.europa.eu/health/documents/community-register/2019/20191024146373/anx_146373_fr.pdf	anx_146373_fr.pdf
342	64463662	EU/1/06/342	20201009149337	149337	2020-10-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201009149337/anx_149337_fr.pdf	anx_149337_fr.pdf
343	62066808	EU/1/06/343	20210122150640	150640	2021-01-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210122150640/anx_150640_fr.pdf	anx_150640_fr.pdf
343	62048799	EU/1/06/343	20210122150640	150640	2021-01-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210122150640/anx_150640_fr.pdf	anx_150640_fr.pdf
343	69469719	EU/1/06/343	20210122150640	150640	2021-01-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210122150640/anx_150640_fr.pdf	anx_150640_fr.pdf
346	68722564	EU/1/06/346	20210326151688	151688	2021-03-26	2021	http://ec.europa.eu/health/documents/community-register/2021/20210326151688/anx_151688_fr.pdf	anx_151688_fr.pdf
347	69225978	EU/1/06/347	20201022149595	149595	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149595/anx_149595_fr.pdf	anx_149595_fr.pdf
347	65283820	EU/1/06/347	20201022149595	149595	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149595/anx_149595_fr.pdf	anx_149595_fr.pdf
347	63841059	EU/1/06/347	20201022149595	149595	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149595/anx_149595_fr.pdf	anx_149595_fr.pdf
348	66396810	EU/1/06/348	20200825148742	148742	2020-08-25	2020	http://ec.europa.eu/health/documents/community-register/2020/20200825148742/anx_148742_fr.pdf	anx_148742_fr.pdf
350	62361751	EU/1/06/350	20190111143416	143416	2019-01-11	2019	http://ec.europa.eu/health/documents/community-register/2019/20190111143416/anx_143416_fr.pdf	anx_143416_fr.pdf
356	67037109	EU/1/06/356	20200731148475	148475	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731148475/anx_148475_fr.pdf	anx_148475_fr.pdf
356	63404789	EU/1/06/356	20200731148475	148475	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731148475/anx_148475_fr.pdf	anx_148475_fr.pdf
356	67055858	EU/1/06/356	20200731148475	148475	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731148475/anx_148475_fr.pdf	anx_148475_fr.pdf
356	67564848	EU/1/06/356	20200731148475	148475	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731148475/anx_148475_fr.pdf	anx_148475_fr.pdf
356	65539020	EU/1/06/356	20200731148475	148475	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731148475/anx_148475_fr.pdf	anx_148475_fr.pdf
357	69604608	EU/1/06/357	20190612145099	145099	2019-06-12	2019	http://ec.europa.eu/health/documents/community-register/2019/20190612145099/anx_145099_fr.pdf	anx_145099_fr.pdf
359	63827255	EU/1/06/359	20200703148295	148295	2020-07-03	2020	http://ec.europa.eu/health/documents/community-register/2020/20200703148295/anx_148295_fr.pdf	anx_148295_fr.pdf
359	64381336	EU/1/06/359	20200703148295	148295	2020-07-03	2020	http://ec.europa.eu/health/documents/community-register/2020/20200703148295/anx_148295_fr.pdf	anx_148295_fr.pdf
360	65586162	EU/1/06/360	20190916146010	146010	2019-09-16	2019	http://ec.europa.eu/health/documents/community-register/2019/20190916146010/anx_146010_fr.pdf	anx_146010_fr.pdf
360	60442838	EU/1/06/360	20190916146010	146010	2019-09-16	2019	http://ec.europa.eu/health/documents/community-register/2019/20190916146010/anx_146010_fr.pdf	anx_146010_fr.pdf
360	66287152	EU/1/06/360	20190916146010	146010	2019-09-16	2019	http://ec.europa.eu/health/documents/community-register/2019/20190916146010/anx_146010_fr.pdf	anx_146010_fr.pdf
362	60983726	EU/1/06/362	20210111150073	150073	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150073/anx_150073_fr.pdf	anx_150073_fr.pdf
362	69937274	EU/1/06/362	20210111150073	150073	2021-01-11	2021	http://ec.europa.eu/health/documents/community-register/2021/20210111150073/anx_150073_fr.pdf	anx_150073_fr.pdf
363	69381411	EU/1/06/363	20200213147246	147246	2020-02-13	2020	http://ec.europa.eu/health/documents/community-register/2020/20200213147246/anx_147246_fr.pdf	anx_147246_fr.pdf
363	61505362	EU/1/06/363	20200213147246	147246	2020-02-13	2020	http://ec.europa.eu/health/documents/community-register/2020/20200213147246/anx_147246_fr.pdf	anx_147246_fr.pdf
363	60249903	EU/1/06/363	20200213147246	147246	2020-02-13	2020	http://ec.europa.eu/health/documents/community-register/2020/20200213147246/anx_147246_fr.pdf	anx_147246_fr.pdf
363	61892368	EU/1/06/363	20200213147246	147246	2020-02-13	2020	http://ec.europa.eu/health/documents/community-register/2020/20200213147246/anx_147246_fr.pdf	anx_147246_fr.pdf
363	63212461	EU/1/06/363	20200213147246	147246	2020-02-13	2020	http://ec.europa.eu/health/documents/community-register/2020/20200213147246/anx_147246_fr.pdf	anx_147246_fr.pdf
363	61641704	EU/1/06/363	20200213147246	147246	2020-02-13	2020	http://ec.europa.eu/health/documents/community-register/2020/20200213147246/anx_147246_fr.pdf	anx_147246_fr.pdf
364	63725282	EU/1/06/364	20180706141697	141697	2018-07-06	2018	http://ec.europa.eu/health/documents/community-register/2018/20180706141697/anx_141697_fr.pdf	anx_141697_fr.pdf
364	63230395	EU/1/06/364	20180706141697	141697	2018-07-06	2018	http://ec.europa.eu/health/documents/community-register/2018/20180706141697/anx_141697_fr.pdf	anx_141697_fr.pdf
365	63288174	EU/1/06/365	20201105149757	149757	2020-11-05	2020	http://ec.europa.eu/health/documents/community-register/2020/20201105149757/anx_149757_fr.pdf	anx_149757_fr.pdf
367	64809018	EU/1/06/367	20210309151056	151056	2021-03-09	2021	http://ec.europa.eu/health/documents/community-register/2021/20210309151056/anx_151056_fr.pdf	anx_151056_fr.pdf
367	61501691	EU/1/06/367	20210309151056	151056	2021-03-09	2021	http://ec.europa.eu/health/documents/community-register/2021/20210309151056/anx_151056_fr.pdf	anx_151056_fr.pdf
367	63431170	EU/1/06/367	20210309151056	151056	2021-03-09	2021	http://ec.europa.eu/health/documents/community-register/2021/20210309151056/anx_151056_fr.pdf	anx_151056_fr.pdf
367	69581821	EU/1/06/367	20210309151056	151056	2021-03-09	2021	http://ec.europa.eu/health/documents/community-register/2021/20210309151056/anx_151056_fr.pdf	anx_151056_fr.pdf
370	60058008	EU/1/06/370	20210219150498	150498	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150498/anx_150498_fr.pdf	anx_150498_fr.pdf
370	66996659	EU/1/06/370	20210219150498	150498	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150498/anx_150498_fr.pdf	anx_150498_fr.pdf
370	61695837	EU/1/06/370	20210219150498	150498	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150498/anx_150498_fr.pdf	anx_150498_fr.pdf
374	64339586	EU/1/06/374	20201209150146	150146	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150146/anx_150146_fr.pdf	anx_150146_fr.pdf
374	63629490	EU/1/06/374	20201209150146	150146	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150146/anx_150146_fr.pdf	anx_150146_fr.pdf
376	61259277	EU/1/06/376	20210219150375	150375	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150375/anx_150375_fr.pdf	anx_150375_fr.pdf
376	66173953	EU/1/06/376	20210219150375	150375	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150375/anx_150375_fr.pdf	anx_150375_fr.pdf
376	64439316	EU/1/06/376	20210219150375	150375	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150375/anx_150375_fr.pdf	anx_150375_fr.pdf
377	62312163	EU/1/06/377	20210219150573	150573	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150573/anx_150573_fr.pdf	anx_150573_fr.pdf
377	66991594	EU/1/06/377	20210219150573	150573	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150573/anx_150573_fr.pdf	anx_150573_fr.pdf
377	63256529	EU/1/06/377	20210219150573	150573	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150573/anx_150573_fr.pdf	anx_150573_fr.pdf
378	65037644	EU/1/06/378	20190731145477	145477	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145477/anx_145477_fr.pdf	anx_145477_fr.pdf
378	62205873	EU/1/06/378	20190731145477	145477	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145477/anx_145477_fr.pdf	anx_145477_fr.pdf
378	65869160	EU/1/06/378	20190731145477	145477	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145477/anx_145477_fr.pdf	anx_145477_fr.pdf
378	67454800	EU/1/06/378	20190731145477	145477	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145477/anx_145477_fr.pdf	anx_145477_fr.pdf
379	63022907	EU/1/06/379	20200423148042	148042	2020-04-23	2020	http://ec.europa.eu/health/documents/community-register/2020/20200423148042/anx_148042_fr.pdf	anx_148042_fr.pdf
380	67128815	EU/1/06/380	20200828148940	148940	2020-08-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200828148940/anx_148940_fr.pdf	anx_148940_fr.pdf
380	64478874	EU/1/06/380	20200828148940	148940	2020-08-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200828148940/anx_148940_fr.pdf	anx_148940_fr.pdf
380	67875450	EU/1/06/380	20200828148940	148940	2020-08-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200828148940/anx_148940_fr.pdf	anx_148940_fr.pdf
380	63216342	EU/1/06/380	20200828148940	148940	2020-08-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200828148940/anx_148940_fr.pdf	anx_148940_fr.pdf
380	63372843	EU/1/06/380	20200828148940	148940	2020-08-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200828148940/anx_148940_fr.pdf	anx_148940_fr.pdf
380	60235768	EU/1/06/380	20200828148940	148940	2020-08-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200828148940/anx_148940_fr.pdf	anx_148940_fr.pdf
382	65602428	EU/1/07/382	20200309147451	147451	2020-03-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20200309147451/anx_147451_fr.pdf	anx_147451_fr.pdf
382	60131132	EU/1/07/382	20200309147451	147451	2020-03-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20200309147451/anx_147451_fr.pdf	anx_147451_fr.pdf
383	64889982	EU/1/07/383	20200228147389	147389	2020-02-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200228147389/anx_147389_fr.pdf	anx_147389_fr.pdf
383	60595727	EU/1/07/383	20200228147389	147389	2020-02-28	2020	http://ec.europa.eu/health/documents/community-register/2020/20200228147389/anx_147389_fr.pdf	anx_147389_fr.pdf
386	66259498	EU/1/07/386	20200716148697	148697	2020-07-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20200716148697/anx_148697_fr.pdf	anx_148697_fr.pdf
386	68479557	EU/1/07/386	20200716148697	148697	2020-07-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20200716148697/anx_148697_fr.pdf	anx_148697_fr.pdf
387	63931834	EU/1/07/387	20210322151328	151328	2021-03-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210322151328/anx_151328_fr.pdf	anx_151328_fr.pdf
387	61727612	EU/1/07/387	20210322151328	151328	2021-03-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210322151328/anx_151328_fr.pdf	anx_151328_fr.pdf
387	61604257	EU/1/07/387	20210322151328	151328	2021-03-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210322151328/anx_151328_fr.pdf	anx_151328_fr.pdf
387	64297436	EU/1/07/387	20210322151328	151328	2021-03-22	2021	http://ec.europa.eu/health/documents/community-register/2021/20210322151328/anx_151328_fr.pdf	anx_151328_fr.pdf
388	67146044	EU/1/07/388	20180412140785	140785	2018-04-12	2018	http://ec.europa.eu/health/documents/community-register/2018/20180412140785/anx_140785_fr.pdf	anx_140785_fr.pdf
389	61927584	EU/1/07/389	20201209150198	150198	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150198/anx_150198_fr.pdf	anx_150198_fr.pdf
389	69256710	EU/1/07/389	20201209150198	150198	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150198/anx_150198_fr.pdf	anx_150198_fr.pdf
389	63044647	EU/1/07/389	20201209150198	150198	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150198/anx_150198_fr.pdf	anx_150198_fr.pdf
389	61070305	EU/1/07/389	20201209150198	150198	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150198/anx_150198_fr.pdf	anx_150198_fr.pdf
389	60627865	EU/1/07/389	20201209150198	150198	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209150198/anx_150198_fr.pdf	anx_150198_fr.pdf
391	68425602	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
391	65512525	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
391	67232333	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
391	60245253	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
391	63841924	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
391	69470867	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
391	65786896	EU/1/07/391	20201116149972	149972	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149972/anx_149972_fr.pdf	anx_149972_fr.pdf
392	68578854	EU/1/07/392	20200817148916	148916	2020-08-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200817148916/anx_148916_fr.pdf	anx_148916_fr.pdf
393	61969188	EU/1/07/393	20210219150968	150968	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150968/anx_150968_fr.pdf	anx_150968_fr.pdf
396	64102427	EU/1/07/396	20180820142230	142230	2018-08-20	2018	http://ec.europa.eu/health/documents/community-register/2018/20180820142230/anx_142230_fr.pdf	anx_142230_fr.pdf
396	63011177	EU/1/07/396	20180820142230	142230	2018-08-20	2018	http://ec.europa.eu/health/documents/community-register/2018/20180820142230/anx_142230_fr.pdf	anx_142230_fr.pdf
396	64458989	EU/1/07/396	20180820142230	142230	2018-08-20	2018	http://ec.europa.eu/health/documents/community-register/2018/20180820142230/anx_142230_fr.pdf	anx_142230_fr.pdf
396	67877476	EU/1/07/396	20180820142230	142230	2018-08-20	2018	http://ec.europa.eu/health/documents/community-register/2018/20180820142230/anx_142230_fr.pdf	anx_142230_fr.pdf
397	66384911	EU/1/07/397	20180802141989	141989	2018-08-02	2018	http://ec.europa.eu/health/documents/community-register/2018/20180802141989/anx_141989_fr.pdf	anx_141989_fr.pdf
397	66898948	EU/1/07/397	20180802141989	141989	2018-08-02	2018	http://ec.europa.eu/health/documents/community-register/2018/20180802141989/anx_141989_fr.pdf	anx_141989_fr.pdf
400	69250216	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	63028422	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	65340755	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	65058186	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	63878513	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	69579980	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	65938521	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	64723850	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
400	60070665	EU/1/07/400	20201022149585	149585	2020-10-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20201022149585/anx_149585_fr.pdf	anx_149585_fr.pdf
402	66263258	EU/1/07/402	20210421151195	151195	2021-04-21	2021	http://ec.europa.eu/health/documents/community-register/2021/20210421151195/anx_151195_fr.pdf	anx_151195_fr.pdf
403	66034512	EU/1/07/403	20200827149144	149144	2020-08-27	2020	http://ec.europa.eu/health/documents/community-register/2020/20200827149144/anx_149144_fr.pdf	anx_149144_fr.pdf
404	60534795	EU/1/07/404	20190731145607	145607	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145607/anx_145607_fr.pdf	anx_145607_fr.pdf
404	64181442	EU/1/07/404	20190731145607	145607	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145607/anx_145607_fr.pdf	anx_145607_fr.pdf
405	61195604	EU/1/07/405	20191009146178	146178	2019-10-09	2019	http://ec.europa.eu/health/documents/community-register/2019/20191009146178/anx_146178_fr.pdf	anx_146178_fr.pdf
405	61280428	EU/1/07/405	20191009146178	146178	2019-10-09	2019	http://ec.europa.eu/health/documents/community-register/2019/20191009146178/anx_146178_fr.pdf	anx_146178_fr.pdf
410	61211663	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	63006917	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	62490803	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	65612995	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	62200552	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	69174754	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	67610861	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	68954751	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
410	63806058	EU/1/07/410	20191114146528	146528	2019-11-14	2019	http://ec.europa.eu/health/documents/community-register/2019/20191114146528/anx_146528_fr.pdf	anx_146528_fr.pdf
